id,full_name,first_name,last_name,is_active,headshot_url
76914,Bob Hahn,Bob,Hahn,False,https://cdn.nba.com/headshots/nba/latest/260x190/76914.png
76915,Al Hairston,Al,Hairston,False,https://cdn.nba.com/headshots/nba/latest/260x190/76915.png
76916,Happy Hairston,Happy,Hairston,False,https://cdn.nba.com/headshots/nba/latest/260x190/76916.png
76917,Lindsay Hairston,Lindsay,Hairston,False,https://cdn.nba.com/headshots/nba/latest/260x190/76917.png
201612,Malik Hairston,Malik,Hairston,False,https://cdn.nba.com/headshots/nba/latest/260x190/201612.png
203798,PJ Hairston,PJ,Hairston,False,https://cdn.nba.com/headshots/nba/latest/260x190/203798.png
2409,Marcus Haislip,Marcus,Haislip,False,https://cdn.nba.com/headshots/nba/latest/260x190/2409.png
76918,Chuck Halbert,Chuck,Halbert,False,https://cdn.nba.com/headshots/nba/latest/260x190/76918.png
76919,Harvey Halbrook,Harvey,Halbrook,False,https://cdn.nba.com/headshots/nba/latest/260x190/76919.png
76920,Bruce Hale,Bruce,Hale,False,https://cdn.nba.com/headshots/nba/latest/260x190/76920.png
917,Jack Haley,Jack,Haley,False,https://cdn.nba.com/headshots/nba/latest/260x190/917.png
1630169,Tyrese Haliburton,Tyrese,Haliburton,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630169.png
76922,Shaler Halimon,Shaler,Halimon,False,https://cdn.nba.com/headshots/nba/latest/260x190/76922.png
1628985,Devon Hall,Devon,Hall,False,https://cdn.nba.com/headshots/nba/latest/260x190/1628985.png
1629743,Donta Hall,Donta,Hall,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629743.png
1631160,Jordan Hall,Jordan,Hall,False,https://cdn.nba.com/headshots/nba/latest/260x190/1631160.png
1630221,Josh Hall,Josh,Hall,False,https://cdn.nba.com/headshots/nba/latest/260x190/1630221.png
